,name,year,artists
79157,Kya Jaaneman Kya Kahta Hai,1946,['Neena']
61781,Gori Zara Mukhde Se Ghunghat,1946,['Indu.']
79162,Sanwaria Oye Bansuriya,1946,['Lata Mangeshkar']
79190,Pa Que Me Case - Remastered,1946,['Tony Pizarro con Ray Dávila y su Conjunto']
79213,Jungle Mein Pariyon Ka Mela,1946,"['Afsal', 'Gopal']"
79236,Kapitel 7 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
79253,Dupatta Mora Aaj Hi Rang Dijo,1946,['S.N.Tripathi']
61882,Suno Sakhi Tumhen Bataye,1946,['Rose']
61713,Kapitel 20 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
61730,Kapitel 9 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
61739,Kapitel 12 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
61743,Kapitel 17 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
61745,Badhe Chalo Bahaduro Badhe Chalo,1946,['S.N.Tripathi']
61755,I Pompieri Di Viggiù,1946,['Clara Jaione con Orchestra Armando Fragna']
61757,La Bohème: Act II: Oh! - Essa! - Musetta!,1946,"['Giacomo Puccini', 'Arturo Toscanini']"
79177,Kapitel 14 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
61764,Mano a Mano,1946,['Carlos Gardel']
24588,Kapitel 24 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
24719,Griseta - Remasterizado,1946,['Ignacio Corsini']
61890,Apne Pritam Ke Ghar Ko Sajaoongi,1946,['Rose']
43466,Kapitel 29 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
43474,Hriday Mein Murti Jiski Hai,1946,['Master Krishnarao']
43475,La Bohème: Act IV: Vezzosa damigella,1946,"['Giacomo Puccini', 'Arturo Toscanini']"
43477,Kabhi Ruke Na Yeh Naina Humari,1946,"['Shankar', 'Yusuf', 'John', 'Durga']"
43479,Man Ke Chor Mor Aaye Balam Pardesi,1946,['Nirmala Devi']
43516,Kapitel 19 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
43526,"Lieder und Gesänge aus der Jugendzeit (Excerpts): Book 3, No. 2, Ablösung im Sommer",1946,"['Gustav Mahler', 'Bruno Walter']"
43532,Chand Paas Hai Raat Andheri Kyon,1946,['Kalyani']
43539,Kapitel 31 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
43564,Kapitel 35 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
43585,Prem Ka Rogi Bankar Jogi,1946,['Tara']
43503,Kapitel 25 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
43628,Jao Ham Aaj Chalen,1946,"['Shamshad Begum', 'Zeenat Begum']"
24701,Oedipus Rex - Actus secundus: La dispute des princes attire Jocasta,1946,"['Igor Stravinsky', 'Paul Pasquier', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet']"
43594,Raba El Adawya Pt. 2,1946,['Umm Kulthum']
24692,Yeh Chandni Raaton Mein,1946,['Shamshad Begum']
24683,Piya Ki Bansuriya Huyi Kaleje Paar,1946,"['Amirbai Karnataki', 'Zohrabai Ambalawali']"
24573,Kapitel 23 - Karl III. Und Anna von Österreich,1946,['Manfried Rössner']
24595,Jagat Hai Darshan Ka Mela,1946,['Balakram']
24550,Fruitie Cuties,1946,['Buck Clayton']
24547,Main Kaise Bata Doon,1946,['Kaushalya']
24545,Aati Hai Yaad Tumhari,1946,['Nirmala Devi']
24538,Main Tangewala,1946,"['Zeenat Begum', 'S. D. Batish']"
24571,Raat Chandni Hoti Hai Jab,1946,['Zeenat Begum']
79426,Aao Charkhe Se Preet Lagayen,1947,['Radharani']
79431,Kapitel 16 - Die läßliche Sünde,1947,['Honoré de Balzac']
79427,Kapitel 5 - Die läßliche Sünde,1947,['Honoré de Balzac']
79428,Sawan Aaya,1947,"['Sheela', 'Amirbai Karnataki']"
79433,Konjo Man Nache Chhe Mor,1947,['Rajkumari']
79466,Hum Ko Tumhara Hi Aasra,1947,['Mohammed Rafi']
79447,Chand Ko Gale Se Lagay Badarwa,1947,['Naseem Akhtar']
79451,Tere Shabab Husn Ki,1947,['A. R. Ojha']
79452,Maine Likh Likh Chitthian Dali,1947,['Shamshad Begum']
79464,How Do You Know / Don't Mind The Weather,1947,['Lead Belly']
79472,Kapitel 8 - Die läßliche Sünde,1947,['Honoré de Balzac']
79425,Kapitel 12 - Die läßliche Sünde,1947,['Honoré de Balzac']
79445,Line 'Em,1947,['Lead Belly']
79414,Maai Ri Main To Liyo Govind Mol,1947,['Sitara']
79378,Pithi Cholo Pithi Cholo,1947,"['Rampyari', 'Dost Mohommed']"
79407,Tea For Two,1947,['Joe Mooney']
61930,Dhoban Ki Chhori,1947,"['Ramu', 'Mahani']"
61932,Too Late Now / Street Of Dreams,1947,['The Soft Winds']
61933,Kya Hamse Poochhte Ho,1947,['S. D. Batish']
61936,Holi Ka Din Hai,1947,"['Zohrabai Ambalawali', 'Vanita Amladi']"
61937,Tore Nain Rasile Sanwariya,1947,"['Gulabi', 'Anjum']"
61942,"Otello: Act I: Capitano, v'attende",1947,"['Giuseppe Verdi', 'Arturo Toscanini']"
61950,Meri Ankhon Ke Tare,1947,['Mohammed Rafi']
61970,Ghanshyam Aaya Re,1947,"['M. S. Subbulakshmi', 'Chittoor V. Nagaiah']"
61978,Balam Mohe La De,1947,['Gulabi']
61979,Have Baa Vadhya Tamara Maan,1947,"['Rampyari', 'Premlata Nayak']"
61984,Chalo Biradaro Chalo,1947,['Prakash Nath Sharma']
61992,Aaja Mere Sathi,1947,"['Shamshad Begum', 'Mohammed Rafi']"
61993,"I Told Ya I Love Ya, Now Get Out",1947,['The Soft Winds']
61994,Red Bird,1947,['Lead Belly']
61997,Balam Pardesia Sajan Pardesia,1947,['Gulabi']
62007,Diwali Ke Chiragon,1947,['Sardar Malik']
62008,How Are Things in Glocca Morra? (Bonus Track),1947,['E.Y. Harburg']
62047,Ay Be Hermê Behermê,1947,['Mamlê']
79333,"Heart (from ""Damn Yankees"")",1947,"['Russ Brown', 'Jimmie Komack', 'Nathaniel Frey', 'Albert Linville']"
79344,Mali Ki Nigahon Ne Tumhen Dekh Liya,1947,"['Nadira', 'Kulsum']"
79349,Gori Gujratni,1947,['Indravadan Bhatt']
79350,Mo' Yet / (Little Boy) How Old Are You / There's A Limb On The Tree (Green Grass,1947,['Lead Belly']
79355,Ga Koyeliya Ga Aai Bahar,1947,"['Amirbai Karnataki', 'Nanji']"
79364,Hay Dil Toot Gaya,1947,['Saroj Velinkar']
79381,Mera Bhola Bhala Raja,1947,['Putul Chatterjee']
79391,Jailukku Poivandha,1947,"['N. S. Krishnan', 'T A Madhuram']"
79400,Jo Dil Mein Bas Rahe The,1947,['Naseem Bano']
79410,Julie Ann Johnson,1947,['Lead Belly']
79476,Main Tumko Kaise Kahoon Bhagwan,1947,['Rewa Shankar']
43695,Kapitel 14 - Die läßliche Sünde,1947,['Honoré de Balzac']
79295,Duniya Chhute Par Na Chhute Teri,1947,"['Zeenat Begum', 'S. D. Batish']"
43819,Kapitel 4 - Die läßliche Sünde,1947,['Honoré de Balzac']
43830,Lemêje Lemêje,1947,['Hesen Zîrek']
43831,Kapitel 7 - Die läßliche Sünde,1947,['Honoré de Balzac']
43832,Dulhan Ban Ke Sajan Ke Dwar Chalo,1947,['Ghulam Haider']
79328,Din Raat Japun,1947,['Rajkumari']
24913,Aaja Koyaliya Miljul Gaayenge,1947,['Kusum Mantri']
24906,Pyari Pyari Chhai Ghata,1947,['Meenakshi']
24902,Kya Jadu Hai Tere Paas Piya,1947,"['Shamshad Begum', 'Mukesh']"
24895,"Chiqui, Chiqui, Piii...! - Remastered",1947,['Raúl Abril y Su Orquesta']
24886,Kapitel 1 - Die läßliche Sünde,1947,['Honoré de Balzac']
24883,Aata Hai Dil Pe Pyar Kyon,1947,['Meena Kumari']
24875,"String Quartet No. 8 in E Minor, Op. 59 No. 2: Radio Announcement (4)",1947,"['Ludwig van Beethoven', 'Announcer, January 18, 1947 - Pittsburgh, PA']"
24856,Sawan Ki Ghata Dheere Aana,1947,['Khursheed Bano']
24850,Polka Dots And Moonbeams,1947,['The Soft Winds']
24849,Jazzspeak,1947,['The Soft Winds']
24824,Mohabbat Mein Teri Ae Bewafa,1947,['Zeenat Begum']
79286,Nobody Ever Died for Dear Old Rutgers,1947,"['Phil Silvers', 'Mark Dawson']"
24814,Jawani Kya Kahti Hai,1947,"['Zohrabai Ambalawali', 'Shamshad Begum']"
24811,Kapitel 10 - Die läßliche Sünde,1947,['Honoré de Balzac']
24807,Closing Remarks,1947,['The Soft Winds']
24771,Gharibon Ko Lazim Hai Yeh,1947,['Indrabadan Bhatt']
24770,Rote Rote Hans Padi Main,1947,['Naina']
24764,Dukh Dard Ki Maari Hoon,1947,['Shamshad Begum']
61909,Mujhse Ankhen Na Churao,1947,"['Chunilal Pardesi', 'Savitri Gidwani']"
61913,Pipul Ke Patte Se,1947,"['Zohrabai Ambalawali', 'A. R. Ojha']"
61928,Woh Dekho Chand Raat Aai,1947,['Kulsum']
61929,The Blood Done Sign My Name (Ain't You Glad),1947,['Lead Belly']
43811,Yeh Bharat Ki Hai Shaan,1947,"['Sridhar Parsekar', 'Master Krishnarao']"
43804,Papiha Re Piu Ki Boli Na Bol,1947,['Sitara']
43821,Little Sally Walker / Ha Ha Thisaway / Red Bird,1947,['Lead Belly']
43787,Otello: Act I: Olà! che avvien?,1947,"['Giuseppe Verdi', 'Arturo Toscanini']"
79299,How To Play Baseball - Running - Part 3,1947,"['Joe E. Brown', 'Cornelius Peeples']"
79301,Haye Mori Daiya,1947,['Chanchala']
79304,Aji Aao Mohabbat Ki Kha Le Qasam,1947,"['Amirbai Karnataki', 'C. Ramchandra']"
79326,Ambuva Ki Dali Pe Koyal Bole,1947,['Paro Devi']
5311,Sixteen Tons,1947,['Merle Travis']
5334,Échale 5 al Piano,1947,['TIN TAN Y MARCELO']
5347,Over By Number Nine,1947,['Merle Travis']
5352,Los Agachados,1947,['TIN TAN Y MARCELO']
5392,Juliana Johnson,1947,['Lead Belly']
5397,Mira Luisa,1947,['TIN TAN Y MARCELO']
5418,La Burrita,1947,['TIN TAN Y MARCELO']
43795,Piyu Paranyani Raatadi Pehli,1947,['Rajkumari']
5432,Vechche Poye,1947,['Krishnaveni']
5438,Mera Piya Na Aaye,1947,['Meena Kumari']
5428,"America (from ""West Side Story"")",1947,"['Chita Rivera', 'Marilyn Cooper', 'West Side Story Ensemble']"
5459,Kapitel 15 - Die läßliche Sünde,1947,['Honoré de Balzac']
43770,When I'm Not Near the Girl I Love (Bonus Track),1947,['E.Y. Harburg']
43743,Mahne Chakar Rakho Ji,1947,['Sitara']
5452,Aao Mere Man Ke Beech Samao,1947,"['Prakash', 'Shanta Patel']"
43735,Bhupati Jampitin Valapu Teniyalurina,1947,"['Krishnaveni', 'Kalyanam Raghuramaiah']"
43717,More Gali Aa Re Balam,1947,['Zohrabai Ambalawali']
43741,Panchhi Thayun Ghor Andhar,1947,['Arvind Pandya']
43702,Idhena Inthena,1947,['Chittoor V. Nagaiah']
43651,Corn Bread Rough,1947,['Lead Belly']
62093,Piya Milne Naveli Jaye Re,1947,['Raj Kapoor']
62092,Newroz,1947,['Hesen Zîrek']
5460,Kapitel 11 - Die läßliche Sünde,1947,['Honoré de Balzac']
43711,Gaadi Dheere Dheere Hank,1947,['Hameeda Bano']
44005,105c) The Scotch Story,1948,['G. I. Gurdjieff']
44026,Pehchan Liya Aaj Anjaan Ko,1948,"['Purnima Chatterjee', 'Harish Bhardwaj']"
44021,"Часть 13.11 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
44015,Old MacDonald Had a Farm,1948,['Harry Gold & His Pieces Of Eight']
44010,"Часть 17.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
44006,"Часть 8.9 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
44000,"Часть 10.5 & Часть 11.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43910,"Часть 7.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43993,"Часть 18.14 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43848,"Часть 11.7 & Часть 12.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43850,Aji Khushian Manaye Kyon Na Hum,1948,"['Chitalkar', 'Mohammed Rafi', 'G. M. Sajan']"
43855,Une visite de Jean Cocteau,1948,"['Colette', 'René-Maurice Picard']"
43856,"Часть 21.13 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43857,"Часть 8.10 & Часть 9.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43858,"Часть 3.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43860,He Natwar Nagar,1948,['Dilip Kumar']
43887,"Часть 12.10 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43888,Khushian Manaye Kyon Na Hum,1948,"['Shamshad Begum', 'Mohantara Talpade', 'Lata Mangeshkar']"
43897,Hajar Vaat Kahi,1948,"['A. R. Oza', 'Amirbai Karnataki']"
43900,El Maya,1948,['Mohammed Abdel Wahab']
43906,"Часть 13.7 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43912,"Часть 11.6 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43994,"Часть 13.8 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43913,"Часть 2.4 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43924,"Часть 9.5 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43927,"Часть 16.9 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43934,"Часть 20.9 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43938,Hum Dharti Ke Lal,1948,['Paro']
43942,Souten Ghar Na Jaiyo Re,1948,['Kalyani']
43952,"Часть 17.7 & Часть 18.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43961,Bahot Betakalluf Hue Ja Rahe Hai,1948,"['Shamshad Begum', 'G. M. Durrani']"
43963,Sakhi Chali Tun Kya,1948,['Premlata Nayak']
43967,"Часть 15.3 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43968,"Часть 8.4 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43975,"Часть 18.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43976,"Часть 18.17 & Часть 19.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43978,"Часть 15.5 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
43914,Bholi Ne Bharamavi,1948,['Geeta Dutt']
25068,"Часть 20.5 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79502,"Часть 9.8 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79487,La Bohème: Act IV - Vezzosa damigella...,1948,"['Giacomo Puccini', 'Giuseppe Antonicelli', 'Metropolitan Opera Orchestra']"
62154,Aao Nain Milake Chhorke Janewale,1948,['Geeta Dutt']
62156,Mata Mandi,1948,['Premlata Nayak']
62157,Les souvenirs,1948,"['Colette', 'René-Maurice Picard']"
62158,"Часть 19.6 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62165,Hazrat Chunki Kafi Der Ho Chuki Hai,1948,"['Nargis', 'Uma Devi']"
62168,"Часть 6.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62192,"Часть 9.9 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62198,Kunjladi Ane Kaheje,1948,['Amirbai Karnataki']
62209,"Часть 16.4 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62218,"Часть 13.18 & Часть 14.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62221,Hare Ram Hare,1948,['Amirbai Karnataki']
62222,La Bohème: Act I - Nei cieli bigi guardo fumar da mille comignoli Parigi,1948,"['Giacomo Puccini', 'Giuseppe Antonicelli', 'Metropolitan Opera Orchestra']"
62232,"Часть 11.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62246,Duniya Se Hamen Kya Mila,1948,['Binapani Mukherjee']
62252,Mere Jiwan Men Aai,1948,['Jawahar Kaul']
62148,"Часть 2.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62261,Aasaiyaga Pesi Pesi,1948,"['N. S. Krishnan', 'T A Madhuram']"
62146,Ensa El Donya,1948,['Mohammed Abdel Wahab']
62140,"Часть 1.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
5606,Afro-Cuban Drum Suite - Live,1948,['Dizzy Gillespie']
5616,Ool-Ya-Koo - Live,1948,['Dizzy Gillespie']
5627,Algo Bueno - Woody'n You - Live,1948,['Dizzy Gillespie']
5660,Shaheldi Re,1948,['Rajkumari']
25064,Aana Na Tha Jo Dil Mein,1948,"['Amirbai Karnataki', 'A. R. Ojha']"
25063,"Часть 18.13 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25060,Bali Umar Piya Mor,1948,['Shamshad Begum']
62100,"Часть 18.6 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62106,"Часть 18.5 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62112,"Часть 2.5 & Часть 3.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62113,"Часть 7.6 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62130,"Часть 13.10 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62132,"Часть 1.4 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62137,"Часть 19.12 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
62139,Chanda Ki Chandni Hai,1948,['Geeta Dutt']
62142,La cousine Catherine,1948,"['Colette', 'René-Maurice Picard']"
5568,Haal Kya Hai Dilon Ka,1948,['Kishore Kumar']
62262,Gori Sakhiyon Se Ankhiyan,1948,"['Lata Mangeshkar', 'Geeta Dutt']"
62295,"Часть 6.4 & Часть 7.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24941,"Часть 5.5 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24936,Dilwalo Dilon Ka Mel,1948,['Lata Mangeshkar']
24934,I Love a Mystery,1948,['Harry Gold & His Pieces Of Eight']
24932,"Часть 15.4 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24931,"Часть 19.3 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24929,Aaj Basa Nain Mere Pyar Naya,1948,"['Chitalkar', 'Gandhari']"
25078,"Часть 13.4 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25087,"Часть 3.3 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25091,O Gaadi Wale Ram,1948,"['Paro', 'Dost Mohammad']"
25100,Kadka Balish Kare Boot Polish,1948,['Harsukh Kikani']
25114,"Часть 15.11 & Часть 16.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25115,"Часть 16.19 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25117,"Часть 8.6 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25118,Les cadeaux,1948,"['Colette', 'René-Maurice Picard']"
25125,"Часть 12.9 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24945,Les jeunes filles,1948,"['Colette', 'René-Maurice Picard']"
62288,Par la fenêtre (1948) La rumba du pinceau,1948,"['Étienne Lorin', 'Bourvil']"
24963,"Часть 20.3 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24984,"Часть 18.12 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25055,Tere Ek Ishare Pe Duniya Luta Doon,1948,"['Geeta Dutt', 'Master Pandya']"
25053,"Часть 20.4 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25050,Haar Gai Neha Lagaye,1948,['Shamshad Begum']
25046,Japo Ram Ram Ram,1948,['Manna Dey']
25036,"Часть 9.7 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25033,Main Hoon Prem Diwani,1948,['Sarla']
25030,"Часть 16.17 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25029,"Часть 12.5 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25027,"Часть 21.4 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25007,"Часть 19.11 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24997,"Часть 13.15 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24995,"Часть 14.6 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
25071,"Часть 15.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24991,"Часть 16.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24986,"Часть 9.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
24977,Tari Maherbani Nathi,1948,['Amirbai Karnataki']
5463,Mambo Italiano (with The Mellomen) - 78rpm Version,1948,"['Rosemary Clooney', 'The Mellomen']"
62210,Hum Hind Ki Hai Naariyan,1948,['Mohantara Talpade']
79663,Is Khak Ke Putle Ko,1948,['M. Faruqi']
79526,Jamna Ke Paar Mori Roop Nagariya,1948,"['Radha Ravi', 'Murali']"
79531,"Часть 18.11 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79540,Tere Bina Soona Soona,1948,"['Lata Mangeshkar', 'Geeta Dutt', 'Chitalkar']"
79545,"Часть 1.3 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79548,Mera Dil Ghayal Kar Ke,1948,"['Binapani Mukherjee', 'Mohammed Rafi']"
79565,"Часть 10.4 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79571,"Часть 12.14 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79600,"Часть 12.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79604,"Часть 21.12 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79605,"Часть 21.3 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79609,"Часть 12.7 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79629,"Часть 20.7 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79632,Charkha Kato To Beda Paar Hai,1948,['Sahana Maitra']
79633,"Часть 9.6 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79634,"Часть 8.5 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79637,"Часть 18.16 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79641,"Часть 13.2 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79645,Vaasam Ulla Poo Paripen,1948,"['Rajé Shwari', 'T. S. Bhagavathi']"
79646,"Часть 19.14 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79650,"Часть 9.11 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79654,Mere Dil Ke Bhanwre,1948,['Sunder Singh']
79657,O Sharad Poonam Ki Chandni,1948,['Mohantara Talpade']
79665,"Часть 20.12 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79520,"Часть 4.3 & Часть 5.1 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79515,"Часть 21.9 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79554,O Ora Aavo,1948,"['Chandrakala', 'Dilip Kumar']"
79505,Memaiman Awyo,1948,['Master Dhuliya']
79498,"Часть 13.16 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79494,Ayyae Ayyae Paarkae Kan Kusuthae,1948,['K. Sarangkapani']
79493,"Часть 21.10 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79492,Main To Ho Gai Diwani,1948,['Rajkumari']
79490,"Часть 19.16 - Другие голоса, другие комнаты",1948,['Трумен Капоте']
79508,Ho Gori Tera Banka Chhaila,1948,"['Geeta Dutt', 'Shamshad Begum']"
62490,Bedard Zamana,1949,['Pushpa Hans']
62477,Dillagi Dekho Shyam Ki Apne,1949,['Khursheed Bano Parvez']
62467,Proverbs,1949,['Carl Sandburg']
44197,Chhalke Sharab-E-Jawani Ke Pyale,1949,['Kalyani']
62465,Wadamiri,1949,['Group of Wadamiri']
62463,Kapitel 15 - Der Kammersänger,1949,['Frank Wedekind']
62415,A Chorus Line: Sing!,1949,"['Marvin Hamlisch', 'Various Artists', 'Don Pippin']"
62426,"""Paludes""",1949,"['André Gide', 'Jean Amrouche']"
62493,Khilone walay ne kaise khilone banaye,1949,['Kausar Parveen']
62414,Kapitel 1 - Gedichte von Friedrich Nietzsche,1949,['Friedrich Wilhelm Nietzsche']
62406,Kapitel 7 - Gedichte von Friedrich Nietzsche,1949,['Friedrich Wilhelm Nietzsche']
62405,Bhakti Ki Gagari Sar Dhar Nagri,1949,['Mohammed Rafi']
62400,"3 Morceaux en forme de poire, IES 38: 2. Prolongation du même",1949,"['Erik Satie', 'Robert Casadesus', 'Gaby Casadesus']"
62441,Whoa Back Buck,1949,['Lead Belly']
44194,Ox Driving Moan,1949,['Lead Belly']
44069,La tactique du gendarme,1949,['Bourvil']
44126,Chupchup Khade Ho Zaroor Koi Baat Hai,1949,"['Lata Mangeshkar', 'Premlata']"
44200,Kapitel 3 - Gedichte von Friedrich Nietzsche,1949,['Friedrich Wilhelm Nietzsche']
25127,"Quatre Poèmes de Guillaume Apollinaire, FP 58: IV. 1904",1949,"['Francis Poulenc', 'Pierre Bernac']"
25139,"Kiss Me, Kate: Brush Up Your Shakespeare",1949,"['Cole Porter', 'Harry Clark', 'Jack Diamond', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']"
25208,En habit de cheval: I. Choral,1949,"['Erik Satie', 'Arthur Gold', 'Robert Fizdale']"
25232,"How High The Moon - Live At Carnegie Hall, New York / 1949",1949,"['Charlie Parker', 'Ella Fitzgerald']"
25242,"Kiss Me, Kate: Tom, Dick or Harry",1949,"['Cole Porter', 'Edwin Clay', 'Harold Lang', 'Charles Wood', 'Lisa Kirk', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']"
44145,Girl Crazy: I Got Rhythm,1949,"['George Gershwin', 'Mary Martin', 'Lehman Engel']"
25249,"Kiss Me, Kate: I've Come to Wive It Wealthily in Padua",1949,"['Cole Porter', 'Alfred Drake', 'Kiss Me, Kate Ensemble', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']"
25289,"Ow! - Live At Carnegie Hall, New York / 1949",1949,"['Charlie Parker', 'Ella Fitzgerald']"
25293,A Chorus Line: Opening: I Hope I Get It,1949,"['Marvin Hamlisch', 'Various Artists', 'Don Pippin']"
44230,Hai Hai Re Hai,1949,"['Mangala Narwekar', 'Vinod Kumar']"
44225,Kunwarji Dhadak Dhadak Jiya Jaye Re,1949,['Asha Bhosle']
44062,"3 Morceaux en forme de poire, IES 38: 2. Prolongation du même",1949,"['Erik Satie', 'Robert Casadesus', 'Gaby Casadesus']"
44071,A Chorus Line: Nothing,1949,"['Marvin Hamlisch', 'Various Artists', 'Don Pippin']"
25254,"Kiss Me, Kate: We Open in Venice",1949,"['Cole Porter', 'Alfred Drake', 'Patricia Morison', 'Lisa Kirk', 'Harold Lang', 'Pembroke Davenport', 'Original Broadway Cast Orchestra']"
62375,O Re Mara Dilni Vaato,1949,['Geeta Dutt']
62377,Kapitel 13 - Der Kammersänger,1949,['Frank Wedekind']
62369,Irene Goodnight (Intro),1949,['Lead Belly']
79773,Halo Halo Ne Ramava Raas,1949,['Avinash Vyas']
79775,Nerdesin Bilmem Ne Oldun,1949,['Safiye Ayla']
79778,Kajal Kali Raatladi,1949,['Meena Kapoor']
79793,Zindagani Ka Maza,1949,['G. M. Durrani']
79796,Şeker,1949,"['Batu Prolite', 'Aysedk', 'Gunayas']"
79801,"Green Corn (""This Is Jazz"" Broadcast)",1949,['Lead Belly']
79802,Pyar Ki Pehli Subah Suhani,1949,['C. Ramchandra']
79846,Good Morning Blues (WNYC Jazz Festival),1949,['Lead Belly']
62371,Papaveri E Papere,1949,['Nilla Pizzi']
