,name,year,artists
77518,Capítulo 15.4 & Capítulo 16.1 - el Que Susurraba en la Oscuridad,1930,['H.P. Lovecraft']
77478,Caroni Swamp,1930,['Phil Madison']
77477,Ελυμπίτικος μονόλογος,1930,['Λαϊκή Ορχήστρα Μιχάλη Φελουζή']
77473,Church Street Sobbin' Blues,1930,['Clarence Williams & His Washboard Band']
77471,Viaje de Novios - Remasterizado,1930,"['Francisco Canaro', 'Charlo']"
77467,Elvira - Remasterizado,1930,"['Francisco Canaro', 'Charlo']"
77465,¿Qué Haremos Hoy? - Remasterizado,1930,"['Francisco Canaro', 'Charlo']"
77463,The Growl,1930,"['Baron Lee', 'The Blue Rhythm Band', 'Charlie Holmes']"
77453,Capítulo 8.2 - el Que Susurraba en la Oscuridad,1930,['H.P. Lovecraft']
77488,Capítulo 12.3 - el Que Susurraba en la Oscuridad,1930,['H.P. Lovecraft']
77429,Mano a mano,1930,['Carlos Gardel']
77422,Capítulo 25.3 - el Que Susurraba en la Oscuridad,1930,['H.P. Lovecraft']
77413,Hay Casorio en la Chacra - Remasterizado,1930,['Ignacio Corsini']
77407,On L'appelait Fleur Des Fortifs,1930,['Georgius']
77492,Por una Morocha - Remasterizado,1930,['Ignacio Corsini']
77501,Capítulo 1.2 - el Que Susurraba en la Oscuridad,1930,['H.P. Lovecraft']
77512,Down the Road,1930,['The Tiger']
77440,Capítulo 18.4 & Capítulo 19.1 - el Que Susurraba en la Oscuridad,1930,['H.P. Lovecraft']
77487,Capítulo 14.5 & Capítulo 15.1 - el Que Susurraba en la Oscuridad,1930,['H.P. Lovecraft']
21535,La Vigne Aux Moineaux,1931,['Dranem']
21543,Часть 19.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21538,Часть 13.6 - Обратный путь,1931,['Эрих Мария Ремарк']
21544,Voulez Vous De La Canne À Sucre,1931,['Joséphine Baker']
21546,Часть 54.5 - Обратный путь,1931,['Эрих Мария Ремарк']
21550,Часть 49.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21552,Часть 34.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21558,Where is Thumbkin?,1931,['Jeff Beatman']
21559,Часть 1.9 - Обратный путь,1931,['Эрих Мария Ремарк']
21560,Часть 36.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21564,Часть 20.5 - Обратный путь,1931,['Эрих Мария Ремарк']
21565,Часть 9.4 - Обратный путь,1931,['Эрих Мария Ремарк']
21572,Часть 36.3 - Обратный путь,1931,['Эрих Мария Ремарк']
21578,Часть 43.3 & Часть 44.1 - Обратный путь,1931,['Эрих Мария Ремарк']
21573,Часть 13.4 - Обратный путь,1931,['Эрих Мария Ремарк']
21575,Chapter 3.5 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
21536,Часть 30.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21571,Часть 22.10 & Часть 23.1 - Обратный путь,1931,['Эрих Мария Ремарк']
77592,Como al Reves de la Taba - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
21532,En el Baile de ña Fabiana - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
2249,Часть 58.3 - Обратный путь,1931,['Эрих Мария Ремарк']
2244,Часть 27.6 - Обратный путь,1931,['Эрих Мария Ремарк']
2243,Часть 39.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2240,Часть 3.8 - Обратный путь,1931,['Эрих Мария Ремарк']
2234,Часть 6.9 & Часть 7.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2233,Griseta - Remasterizado,1931,['Ignacio Corsini']
2232,Часть 37.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2231,Часть 33.5 & Часть 34.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2230,Chapter 3.8 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
2226,Часть 3.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2225,Chapter 2.6 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
2224,Gloria Nacional - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
2223,Часть 37.9 & Часть 38.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2222,Часть 55.5 - Обратный путь,1931,['Эрих Мария Ремарк']
77589,Часть 20.8 & Часть 21.1 - Обратный путь,1931,['Эрих Мария Ремарк']
77590,Часть 53.5 - Обратный путь,1931,['Эрих Мария Ремарк']
21576,Часть 48.3 - Обратный путь,1931,['Эрих Мария Ремарк']
77600,Часть 52.3 - Обратный путь,1931,['Эрих Мария Ремарк']
21526,Часть 3.11 - Обратный путь,1931,['Эрих Мария Ремарк']
21528,Chapter 2.11 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
21531,Часть 40.3 - Обратный путь,1931,['Эрих Мария Ремарк']
21534,Часть 12.2 & Часть 13.1 - Обратный путь,1931,['Эрих Мария Ремарк']
21577,Часть 8.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2121,Chapter 1.17 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
2082,Часть 46.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2136,Perro Flaco - Instrumental (Remasterizado),1931,['Francisco Canaro']
2137,Часть 34.5 - Обратный путь,1931,['Эрих Мария Ремарк']
2138,Un Vieux Farceur,1931,['Esther Lekain']
2140,Часть 47.3 - Обратный путь,1931,['Эрих Мария Ремарк']
2143,Часть 16.3 - Обратный путь,1931,['Эрих Мария Ремарк']
2144,Часть 42.4 - Обратный путь,1931,['Эрих Мария Ремарк']
2145,Часть 3.5 - Обратный путь,1931,['Эрих Мария Ремарк']
2147,Chapter 2.2 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
2150,Часть 13.3 - Обратный путь,1931,['Эрих Мария Ремарк']
2151,Часть 54.4 - Обратный путь,1931,['Эрих Мария Ремарк']
2153,Часть 47.5 - Обратный путь,1931,['Эрих Мария Ремарк']
2155,Часть 18.3 - Обратный путь,1931,['Эрих Мария Ремарк']
2157,Часть 34.3 - Обратный путь,1931,['Эрих Мария Ремарк']
2161,Часть 48.6 & Часть 49.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2163,Часть 4.6 - Обратный путь,1931,['Эрих Мария Ремарк']
2164,Часть 26.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2165,Часть 55.10 & Часть 56.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2167,Часть 52.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2168,La Marcha Nupcial - Remasterizado,1931,['Ignacio Corsini']
2133,Часть 5.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2131,Часть 58.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2129,Часть 18.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2128,Chapter 1.15 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
2086,Les P'tits Pois,1931,['Dranem']
2088,Часть 33.4 - Обратный путь,1931,['Эрих Мария Ремарк']
2094,Часть 15.3 - Обратный путь,1931,['Эрих Мария Ремарк']
2097,Chapter 1.6 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
2098,Chapter 2.7 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
2099,Часть 17.4 - Обратный путь,1931,['Эрих Мария Ремарк']
2101,Часть 35.2 & Часть 36.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2102,Chapter 2.9 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
2103,Часть 11.4 - Обратный путь,1931,['Эрих Мария Ремарк']
2080,Chapter 1.15 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
2104,Часть 20.4 - Обратный путь,1931,['Эрих Мария Ремарк']
2110,Часть 1.7 - Обратный путь,1931,['Эрих Мария Ремарк']
2111,Часть 6.4 - Обратный путь,1931,['Эрих Мария Ремарк']
2113,Часть 5.9 & Часть 6.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2116,Часть 46.3 & Часть 47.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2117,Часть 22.6 - Обратный путь,1931,['Эрих Мария Ремарк']
2119,Часть 4.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2251,Часть 28.7 - Обратный путь,1931,['Эрих Мария Ремарк']
2125,Часть 5.4 - Обратный путь,1931,['Эрих Мария Ремарк']
2126,Часть 15.2 - Обратный путь,1931,['Эрих Мария Ремарк']
2109,Часть 1.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2252,Часть 54.6 - Обратный путь,1931,['Эрих Мария Ремарк']
21697,Old MacDonald had a Band,1931,['Jeff Beatman']
2256,Chapter 1.18 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
77588,Часть 55.7 - Обратный путь,1931,['Эрих Мария Ремарк']
21583,Chapter 1.12 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
21584,Chapter 1.9 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
21586,Часть 2.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21590,Chapter 3.18 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
21594,Chapter 2.17 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
21595,Часть 31.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21597,Часть 3.7 - Обратный путь,1931,['Эрих Мария Ремарк']
21601,Tiburcia - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
21603,Chapter 1.11 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
21608,Tus Risas Locas - Instrumental (Remasterizado),1931,['Francisco Canaro']
21610,Часть 57.3 & Часть 58.1 - Обратный путь,1931,['Эрих Мария Ремарк']
21611,Chapter 3.3 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
21614,Часть 53.4 - Обратный путь,1931,['Эрих Мария Ремарк']
21619,Часть 10.5 - Обратный путь,1931,['Эрих Мария Ремарк']
21621,Часть 37.8 - Обратный путь,1931,['Эрих Мария Ремарк']
21622,Часть 27.3 - Обратный путь,1931,['Эрих Мария Ремарк']
21623,Chapter 1.7 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
21625,Часть 17.6 & Часть 18.1 - Обратный путь,1931,['Эрих Мария Ремарк']
77587,J'ai Des Touches,1931,['Mistinguett']
21626,Chapter 2.9 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
77585,Chapter 1.25 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
77580,Hokey Pokey,1931,['Jeff Beatman']
77548,Часть 2.12 - Обратный путь,1931,['Эрих Мария Ремарк']
77549,Часть 56.2 - Обратный путь,1931,['Эрих Мария Ремарк']
77550,Часть 10.7 - Обратный путь,1931,['Эрих Мария Ремарк']
77551,Часть 2.4 - Обратный путь,1931,['Эрих Мария Ремарк']
77553,Часть 11.6 & Часть 12.1 - Обратный путь,1931,['Эрих Мария Ремарк']
77554,Часть 21.6 & Часть 22.1 - Обратный путь,1931,['Эрих Мария Ремарк']
77555,Si Tu Fueras Mi Novia - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
77559,Часть 36.4 & Часть 37.1 - Обратный путь,1931,['Эрих Мария Ремарк']
77560,I'd Like to Find the Guy That Wrote the stein Song,1931,"['Jack Payne', 'His BBC Dance Orchestra']"
77562,Часть 30.8 - Обратный путь,1931,['Эрих Мария Ремарк']
77564,El President Macià Anuncia al Poble de Catalunya L'Aprovació de L'Estatut el 9 de Setembre de 1932,1931,['Francesc Macia']
77565,Часть 16.4 & Часть 17.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2171,Chapter 1.5 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
77569,Часть 27.4 - Обратный путь,1931,['Эрих Мария Ремарк']
77572,El Niño de las Monjas - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
77573,Часть 38.3 - Обратный путь,1931,['Эрих Мария Ремарк']
77574,Chapter 1.3 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
77577,Часть 37.7 - Обратный путь,1931,['Эрих Мария Ремарк']
77578,Chapter 1.7 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
77584,"Mitad de Malevo, Mitad de Don Juan - Instrumental (Remasterizado)",1931,['Francisco Canaro']
21629,Часть 5.5 - Обратный путь,1931,['Эрих Мария Ремарк']
21631,Chapter 1.10 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
21632,Часть 26.6 & Часть 27.1 - Обратный путь,1931,['Эрих Мария Ремарк']
21695,Часть 23.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21699,El Flamenco - Instrumental (Remasterizado),1931,['Francisco Canaro']
21700,Часть 52.5 - Обратный путь,1931,['Эрих Мария Ремарк']
21701,Часть 2.9 - Обратный путь,1931,['Эрих Мария Ремарк']
21703,Chapter 2.22 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
21706,Часть 58.4 - Обратный путь,1931,['Эрих Мария Ремарк']
21707,Chapter 1.16 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
21708,Chapter 1.23 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
21712,Часть 26.5 - Обратный путь,1931,['Эрих Мария Ремарк']
21713,Часть 55.4 - Обратный путь,1931,['Эрих Мария Ремарк']
21714,Часть 25.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21715,Часть 44.7 & Часть 45.1 - Обратный путь,1931,['Эрих Мария Ремарк']
21716,Часть 3.6 - Обратный путь,1931,['Эрих Мария Ремарк']
21720,Часть 13.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21721,Часть 2.11 - Обратный путь,1931,['Эрих Мария Ремарк']
21723,Часть 30.7 - Обратный путь,1931,['Эрих Мария Ремарк']
21724,Часть 2.10 - Обратный путь,1931,['Эрих Мария Ремарк']
2260,Chapter 3.9 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
2259,Часть 42.5 - Обратный путь,1931,['Эрих Мария Ремарк']
21694,skitamerink,1931,['Jeff Beatman']
21693,La Mentirosa - Instrumental (Remasterizado),1931,['Francisco Canaro']
21692,Chapter 1.18 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
21691,El Que Con Chicos Se Acuesta - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
21634,Часть 45.7 & Часть 46.1 - Обратный путь,1931,['Эрих Мария Ремарк']
21635,Часть 54.9 & Часть 55.1 - Обратный путь,1931,['Эрих Мария Ремарк']
21644,Часть 45.4 - Обратный путь,1931,['Эрих Мария Ремарк']
21645,Here we go 'round the Mulberry Bush,1931,['Jeff Beatman']
21648,Al Otro Lado del Arroyo - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
21649,Часть 45.6 - Обратный путь,1931,['Эрих Мария Ремарк']
21654,Chapter 2.4 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
21655,Часть 40.4 - Обратный путь,1931,['Эрих Мария Ремарк']
21656,Часть 30.6 - Обратный путь,1931,['Эрих Мария Ремарк']
2255,Часть 29.7 - Обратный путь,1931,['Эрих Мария Ремарк']
21658,Часть 16.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21661,Часть 22.8 - Обратный путь,1931,['Эрих Мария Ремарк']
21669,Часть 53.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21672,Mastro Pietro - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
21673,Часть 40.2 - Обратный путь,1931,['Эрих Мария Ремарк']
21675,Часть 31.4 - Обратный путь,1931,['Эрих Мария Ремарк']
21679,Caballito Criollo - Remasterizado,1931,['Ignacio Corsini']
21681,Часть 13.8 - Обратный путь,1931,['Эрих Мария Ремарк']
21682,Часть 18.4 & Часть 19.1 - Обратный путь,1931,['Эрих Мария Ремарк']
21686,Часть 13.5 - Обратный путь,1931,['Эрих Мария Ремарк']
21659,Часть 41.4 - Обратный путь,1931,['Эрих Мария Ремарк']
2172,Часть 14.4 - Обратный путь,1931,['Эрих Мария Ремарк']
21582,Chapter 3.11 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
2175,Часть 10.6 - Обратный путь,1931,['Эрих Мария Ремарк']
59445,Chapter 2.20 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
77609,Часть 49.3 - Обратный путь,1931,['Эрих Мария Ремарк']
77608,Часть 47.6 & Часть 48.1 - Обратный путь,1931,['Эрих Мария Ремарк']
77607,Часть 3.9 - Обратный путь,1931,['Эрих Мария Ремарк']
77605,Часть 33.2 - Обратный путь,1931,['Эрих Мария Ремарк']
77604,Часть 28.3 - Обратный путь,1931,['Эрих Мария Ремарк']
77601,Часть 24.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40660,Five Little Ducks,1931,['Jeff Beatman']
40659,Chapter 2.8 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40652,Часть 20.6 - Обратный путь,1931,['Эрих Мария Ремарк']
40649,Como la Mosca - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
40648,Часть 9.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40647,Chapter 2.14 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40646,Часть 11.5 - Обратный путь,1931,['Эрих Мария Ремарк']
59446,Chapter 1.22 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40643,Часть 45.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40641,Часть 34.6 & Часть 35.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40639,Часть 25.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40637,Chapter 2.7 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40636,Часть 19.5 - Обратный путь,1931,['Эрих Мария Ремарк']
40632,Часть 22.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40631,Chapter 1.1 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
40627,Часть 22.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40624,Часть 6.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40463,Часть 51.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40464,Chapter 1.19 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
40467,Часть 52.6 & Часть 53.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40469,Chapter 1.14 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40470,Часть 40.5 & Часть 41.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40471,Часть 25.5 - Обратный путь,1931,['Эрих Мария Ремарк']
40642,Chapter 2.3 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
40473,Часть 14.2 - Обратный путь,1931,['Эрих Мария Ремарк']
59448,Часть 29.3 - Обратный путь,1931,['Эрих Мария Ремарк']
59451,Chapter 2.6 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
59511,Часть 4.3 - Обратный путь,1931,['Эрих Мария Ремарк']
59509,No Me Escribas - Remasterizado,1931,['Ignacio Corsini']
59507,Chapter 1.2 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
59504,Часть 58.5 - Обратный путь,1931,['Эрих Мария Ремарк']
59503,Часть 37.3 - Обратный путь,1931,['Эрих Мария Ремарк']
59502,Vieja Carreta - Remasterizado,1931,"['Francisco Canaro', 'Charlo', 'Angel Ramos']"
59501,Часть 25.4 - Обратный путь,1931,['Эрих Мария Ремарк']
59500,Amada Mía - Remasterizado,1931,"['Francisco Canaro', 'Charlo', 'Angel Ramos']"
59499,Chapter 2.15 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
59497,Часть 5.3 - Обратный путь,1931,['Эрих Мария Ремарк']
59494,Часть 49.5 - Обратный путь,1931,['Эрих Мария Ремарк']
59491,Часть 49.4 - Обратный путь,1931,['Эрих Мария Ремарк']
59490,Chapter 2.21 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
59489,Часть 1.5 - Обратный путь,1931,['Эрих Мария Ремарк']
59449,Часть 48.2 - Обратный путь,1931,['Эрих Мария Ремарк']
59487,Часть 23.3 - Обратный путь,1931,['Эрих Мария Ремарк']
59483,Часть 54.7 - Обратный путь,1931,['Эрих Мария Ремарк']
59480,Часть 55.8 - Обратный путь,1931,['Эрих Мария Ремарк']
59477,Chapter 1.19 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
59472,Часть 1.3 - Обратный путь,1931,['Эрих Мария Ремарк']
59469,Часть 47.2 - Обратный путь,1931,['Эрих Мария Ремарк']
59468,Часть 10.8 & Часть 11.1 - Обратный путь,1931,['Эрих Мария Ремарк']
59466,Часть 27.2 - Обратный путь,1931,['Эрих Мария Ремарк']
59465,Часть 1.10 - Обратный путь,1931,['Эрих Мария Ремарк']
59461,Часть 14.5 & Часть 15.1 - Обратный путь,1931,['Эрих Мария Ремарк']
59460,Chapter 2.18 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
59459,Часть 10.3 - Обратный путь,1931,['Эрих Мария Ремарк']
59458,Shake my Sillies out,1931,['Jeff Beatman']
59457,Часть 21.5 - Обратный путь,1931,['Эрих Мария Ремарк']
59454,Chapter 1.21 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
59485,Часть 17.3 - Обратный путь,1931,['Эрих Мария Ремарк']
59512,Часть 4.4 - Обратный путь,1931,['Эрих Мария Ремарк']
40475,Часть 2.8 - Обратный путь,1931,['Эрих Мария Ремарк']
40477,Часть 56.4 - Обратный путь,1931,['Эрих Мария Ремарк']
40553,Часть 37.5 - Обратный путь,1931,['Эрих Мария Ремарк']
40620,Часть 45.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40618,Часть 32.3 & Часть 33.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40617,Часть 2.13 - Обратный путь,1931,['Эрих Мария Ремарк']
40615,Часть 25.6 & Часть 26.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40614,Часть 22.9 - Обратный путь,1931,['Эрих Мария Ремарк']
40609,Chapter 1.17 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
40608,Часть 6.7 - Обратный путь,1931,['Эрих Мария Ремарк']
40607,Часть 28.5 - Обратный путь,1931,['Эрих Мария Ремарк']
40604,Часть 21.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40603,Часть 22.7 - Обратный путь,1931,['Эрих Мария Ремарк']
40602,Часть 9.5 - Обратный путь,1931,['Эрих Мария Ремарк']
40599,Часть 19.4 - Обратный путь,1931,['Эрих Мария Ремарк']
40598,Часть 38.4 & Часть 39.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40552,Часть 17.5 - Обратный путь,1931,['Эрих Мария Ремарк']
40595,Часть 6.6 - Обратный путь,1931,['Эрих Мария Ремарк']
40590,Часть 56.5 & Часть 57.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40589,Часть 26.4 - Обратный путь,1931,['Эрих Мария Ремарк']
40586,Chapter 1.11 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40580,Часть 19.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40576,Часть 55.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40574,Nursery Rhyme Medley,1931,['Jeff Beatman']
40572,Часть 5.8 - Обратный путь,1931,['Эрих Мария Ремарк']
40571,Часть 24.5 & Часть 25.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40567,Chapter 1.20 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40565,Часть 44.6 - Обратный путь,1931,['Эрих Мария Ремарк']
40564,Часть 17.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40563,Chapter 1.10 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
40559,Часть 53.7 - Обратный путь,1931,['Эрих Мария Ремарк']
40556,Chapter 3.2 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
40593,Часть 53.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40476,Часть 13.9 & Часть 14.1 - Обратный путь,1931,['Эрих Мария Ремарк']
2173,Часть 29.8 & Часть 30.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40549,Часть 7.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40478,Часть 2.6 - Обратный путь,1931,['Эрих Мария Ремарк']
40480,Часть 4.5 - Обратный путь,1931,['Эрих Мария Ремарк']
40481,Часть 55.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40482,Часть 41.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40483,Chapter 3.7 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
40486,Chapter 2.3 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40488,Chapter 1.14 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
40490,Часть 50.3 & Часть 51.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40491,Chapter 2.10 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40495,Часть 44.3 - Обратный путь,1931,['Эрих Мария Ремарк']
2221,Часть 54.3 - Обратный путь,1931,['Эрих Мария Ремарк']
40496,Часть 2.5 - Обратный путь,1931,['Эрих Мария Ремарк']
40501,La Carrera de la Sortija - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
40503,Часть 9.6 & Часть 10.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40550,Часть 15.4 - Обратный путь,1931,['Эрих Мария Ремарк']
40507,Часть 3.4 - Обратный путь,1931,['Эрих Мария Ремарк']
40512,Chapter 2.4 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40514,Часть 10.4 - Обратный путь,1931,['Эрих Мария Ремарк']
40517,Al Uruguay - Remasterizado,1931,"['Francisco Canaro', 'Charlo']"
40522,Часть 3.12 & Часть 4.1 - Обратный путь,1931,['Эрих Мария Ремарк']
40523,Часть 24.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40525,Pedro,1931,['Marie Dubas']
40529,Amra Panchti Eyar,1931,['Balaidas Sil']
40533,Часть 50.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40539,Chapter 1.9 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40540,Часть 30.5 - Обратный путь,1931,['Эрих Мария Ремарк']
40541,Часть 38.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40542,Chapter 1.16 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
40545,Chapter 2.8 - Dziewczynka z Luna Parku: Część 1,1931,['Zofia Dromlewiczowa']
40548,Часть 32.2 - Обратный путь,1931,['Эрих Мария Ремарк']
40509,Chapter 2.19 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
40555,Chapter 1.24 - Dziewczynka z Luna Parku: Część 2,1931,['Zofia Dromlewiczowa']
59513,Часть 5.6 - Обратный путь,1931,['Эрих Мария Ремарк']
